time,01,02,10,11,00,00,avg
7680,0,0,0,0.284891,0,0.444789,0.121613333
7720,0,0,0,0.248416,0,0.445069,0.115580833
7760,0,0,0,0.218219,0,0.430383,0.108100333
7800,0,0,0,0.195782,0,0.517461,0.118873833
7840,0,0,0,0.185823,0,0.525409,0.118538667
7880,0,0,0,0.430961,0,0.595547,0.171084667
7920,0,0,0,0.41472,0,0.575105,0.164970833
7960,0,0,0,0.921013,0,0.664487,0.26425
8000,0,0,0,1.16631,0,0.640129,0.301073167
8040,0,0,0,0.431955,0,0.741399,0.195559
8080,0,0,0,0.672275,0,0.72707,0.233224167
8120,0,0,0,0.767131,0,0.86045,0.2712635
8160,0,0,0,0.882524,0,0.913058,0.299263667
8200,0,0,0,0.89118,0,1.10014,0.331886667
8240,0,0,0,0.81127,0,1.03726,0.308088333
8280,0,0,0,1.11192,0,0.896281,0.334700167
8320,0,0,0,1.12643,0,0.876087,0.333752833
8360,0,0,0,0.263525,0,0.723562,0.1645145
8400,0,0,0,0.259972,0,0.816432,0.179400667
8440,0,0,0,0.743219,0,1.10437,0.3079315
8480,0,0,0,0.615471,0,1.27715,0.315436833
8520,0,0,0,0.403609,0,0.991084,0.232448833
8560,0,0,0,0.404153,0,0.940339,0.224082
8600,0,0,0,0.314664,0,1.16741,0.247012333
8640,0,0,0,0.343709,0.0579439,0.982674,0.23072115
8680,0,0,0,0.353305,0.0457049,1.98114,0.39669165
8720,0,0,0,0.99927,0.0382778,1.53383,0.428562967
8760,0,0,0,0.233886,0.017149,0,0.041839167
8800,0,0,0,0.810574,0.0670111,0,0.146264183
8840,0,0,0,0.155459,0.522939,0,0.113066333
8880,0,0,0,0.149924,0.0157648,0,0.0276148
8920,0,0,0,0.143427,0.88578,0,0.1715345
8960,0,0,0,0.191322,0.0347718,0,0.0376823
9000,0,0,0,0.234612,1.1457,0,0.230052
9040,0,0,0,0.195617,0.0529926,0,0.041434933
9080,0,0,0,0.180883,1.01973,0,0.200102167
9120,0,0,0,0.08929,0.0273851,0,0.01944585
9160,0,0,0,0.0722379,0.979891,0,0.175354817
9200,0,0,0,0.121978,0.887797,0,0.168295833
9240,0,0,0,0.426886,0.70312,0,0.188334333
9280,0,0,0,1.34325,0.390962,0,0.289035333
9320,0,0,0,1.70651,0.502763,0,0.368212167
9360,0,0,0,1.87989,0.293576,0,0.362244333
9400,0,0,0,1.51177,0.38972,0,0.316915
9440,0,0,0,0.182192,0.643967,0,0.137693167
9480,0,0,0,0.399503,0.73046,0,0.188327167
9520,0,0,0,0.524693,0.69053,0,0.202537167
9560,0,0,0,1.3262,0.670286,0,0.332747667
9600,0,0,0,1.8792,0.619398,0,0.416433
9640,0,0,0,3.41519,0.97075,0,0.73099
9680,0,0,0,0.0365136,1.21698,0,0.2089156
9720,0,0,0,0.506547,1.1401,0,0.274441167
9760,0,0,0,1.90629,0.337284,0,0.373929
9800,0,0,0,3.12279,0.30701,0,0.571633333
9840,0,0,0,2.69153,0.671206,0,0.560456
9880,0,0,0,1.99328,0.65884,0,0.44202
9920,0,0,0,1.85905,0.650344,0,0.418232333
9960,0,0,0,1.39721,0.733433,0,0.355107167
10000,0,0,0,0.877073,0.558459,0,0.239255333
10040,0,0,0,0.473643,0.573511,0,0.174525667
10080,0,0,0,0.39901,0.952501,0,0.225251833
10120,0,0,0,0.394195,0.0459182,0,0.0733522
10160,0,0,0,0.507294,0.0502421,0,0.092922683
10200,0,0,0,0.457444,0.0293717,0,0.08113595
10240,0,0,0,0.730208,0.657055,0,0.2312105
10280,0,0,0,1.02212,0.60418,0,0.27105
10320,0,0,0,1.19247,1.17823,0,0.395116667
10360,0,0,0,1.066,1.14434,0,0.36839
10400,0,0,0,1.24986,0.667223,0,0.319513833
10440,0,0,0,1.22283,0.546716,0,0.294924333
10480,0,0,0,1.01021,0.507092,0,0.252883667
10520,0,0,0,0.821146,0.47315,0,0.215716
10560,0,0,0,0.836705,0.910439,0,0.291190667
10600,0,0,0,0.927808,0.879103,0,0.301151833
10640,0,0,0,0.871151,0.775377,0,0.274421333
10680,0,0,0,0.753786,0.547216,0,0.216833667
10720,0,0,0,0.621928,0.511177,0,0.188850833
10760,0,0,0,0.125575,0.450269,0,0.095974
10800,0,0,0,0.0977694,0.372876,0,0.0784409
10840,0,0,0,0.146461,0.301285,0,0.074624333
10880,0,0,0,0.197627,0.525746,0,0.120562167
10920,0,0,0,0.0757073,0.571149,0,0.107809383
10960,0,0,0,0.0651243,0.563616,0,0.10479005
11000,0,0,0,0.0710005,0.466045,0,0.089507583
11040,0,0,0,0.0926344,0.256031,0,0.0581109
11080,0,0,0,0.379565,0.435753,0,0.135886333
11120,0,0,0,0.621249,0.167433,0,0.131447
11160,0,0,0,0.96909,0.175295,0,0.190730833
11200,0,0,0,0.961407,0.26135,0,0.203792833
11240,0,0,0,0.771848,0.547697,0,0.219924167
11280,0,0,0,0.671056,0.522306,0,0.198893667
11320,0,0,0,0.451893,0.568778,0,0.170111833
11360,0,0,0,0.367903,0.505599,0,0.145583667
11400,0,0,0,0.805657,0.515305,0,0.220160333
11440,0,0,0,0.718502,0.152391,0,0.145148833
11480,0,0,0,0.437692,0.19018,0,0.104645333
11520,0,0,0,0.399372,0.325673,0,0.120840833
11560,0,0,0,0.369124,0.22675,0,0.099312333
11600,0,0,0,0.373636,1.02639,0,0.233337667
11640,0,0.45201,0,0.434007,1.78277,0,0.444797833
11680,0,0.446786,0,0.442919,2.96867,0,0.6430625
11720,0,0.47096,0,0.393623,2.97962,0,0.6407005
11760,0,0.427982,0,0.433048,2.54261,0,0.567273333
11800,0,0.480131,0,0.560066,2.16942,0,0.534936167
11840,0,0.440762,0,0.623353,1.40127,0,0.4108975
11880,0,0.465952,0,0.658912,1.13399,0,0.376475667
11920,0,0.448002,0,0.580775,0.84072,0,0.311582833
11960,0,0.398799,0,0.461323,0.651448,0,0.251928333
12000,0,0.353517,0,0.624792,0.590801,0,0.261518333
12040,0,0.395671,0,0.620956,0.62249,0,0.273186167
12080,0,0.354462,0,0.78441,1.22812,0,0.394498667
12120,0,0.277092,0,0.837846,1.54707,0,0.443668
12160,0,0.276806,0,0.790635,1.94693,0,0.502395167
12200,0,0.385851,0,1.4321,1.93483,0,0.6254635
12240,0,0.437383,0,1.44391,2.03987,0,0.653527167
12280,0,0.639097,0,1.2332,1.8595,0,0.621966167
12320,0,0.651328,0,1.38534,2.02405,0,0.676786333
12360,0,0.837721,0,1.15941,1.91471,0,0.6519735
12400,0,0.840397,0,1.41584,2.05473,0,0.7184945
12440,0,1.01799,0,1.1662,0.125155,0,0.384890833
12480,0,1.01638,0,0.806315,0.108815,0,0.321918333
12520,0,0.0124382,0,0.573305,0.101761,0,0.114584033
12560,0,0.00400431,0,0.592098,0.0591377,0,0.109206668
12600,0,0.00446378,0,0.806387,0.0596679,0,0.145086447
12640,0,0.00994784,0,1.50001,1.24222,0,0.458696307
12680,0,0.0194789,0,0.11577,1.1826,0,0.219641483
12720,0,0.0219976,0,0.112693,0.655661,0,0.131725267
12760,0,0.0836542,0,0.13761,0.545563,0,0.127804533
12800,0,0.0649614,0,0.146706,0.258435,0,0.0783504
12840,0,0.0353834,0,2.91925,0.252049,0,0.534447067
12880,0,0.0641528,0,2.48471,0.604437,0,0.525549967
12920,0,1.36666,0,1.87581,0.645728,0,0.648033
12960,0,1.34008,0,1.38426,0.20614,0,0.488413333
13000,0,0.0836295,0,1.27203,0.205296,0,0.26015925
13040,0,0.0773704,0,1.02256,0.217563,0,0.219582233
13080,0,0.922719,0,0.605159,0.219073,0,0.2911585
13120,0,0.275141,0,0.322787,0.0935039,0,0.11523865
13160,0,0.451777,0,0.274444,0.0930536,0,0.136545767
13200,0,0.513696,0,0.379311,0.126204,0,0.1698685
13240,0,0.133536,0,0.504674,0.119216,0,0.126237667
13280,0,0.163278,0,0.489057,0.0585191,0,0.118475683
13320,0,0.335279,0,0.499487,0.0358434,0,0.145101567
13360,0,0.24137,0,0.468428,0.0433214,0,0.1255199
13400,0,0.128843,0,0.427315,0.0415911,0,0.09962485
13440,0,0.155278,0,0.386432,0.0377786,0,0.096581433
13480,0,0.184055,0,0.362437,0.0399656,0,0.097742933
13520,0,0.144334,0,0.338526,0.0393389,0,0.08703315
13560,0,0.0662567,0,0.35676,0.0758855,0,0.083150367
13600,0,0.0665164,0,0.352105,0.0391579,0,0.07629655
13640,0,0.037427,0,0.370529,0.0702011,0,0.07969285
13680,0,0.01473,0,0.357231,0.0560357,0,0.071332783
13720,0,0.0689888,0,0.397831,0.0559349,0,0.087125783
13760,0,0.0443466,0,0.468739,0.0481257,0,0.093535217
13800,0,0.0428058,0,0.568892,0.0577549,0,0.11157545
13840,0,0.033284,0,0.581492,0.0305774,0,0.1075589
13880,0,0.0763408,0,0.584092,0.0280584,0,0.114748533
13920,0,0.0431749,0,0.718899,0.084472,0,0.141090983
13960,0,0.18567,0,0.531291,0.120331,0,0.139548667
14000,0,0.216703,0,0.476869,0.143797,0,0.1395615
14040,0,0.279838,0,0.525912,0.135797,0,0.1569245
14080,0,0.244431,0,0.575001,0.0513772,0,0.145134867
14120,0,0.312312,0,0.857188,0.0407821,0,0.201713683
14160,0,0.248209,0,0.967344,0.0797954,0,0.2158914
14200,0,0.104128,0,1.25453,0.0829139,0,0.240261983
14240,0,0.0763779,0,1.34377,0.0685365,0,0.248114067
14280,0,0.0278906,0,1.16236,0.0626292,0,0.2088133
14320,0,0.0292079,0,1.00017,0.081628,0,0.18516765
14360,0,0.109985,0,0.868459,0.0738552,0,0.1753832
14400,0,0.269824,0,0.687348,0.123403,0,0.180095833
14440,0,0.315814,0,0.402179,0.0965989,0,0.135765317
14480,0,0.283584,0,0.394004,0.0684132,0,0.124333533
14520,0,0.278061,0,0.349412,0.0641193,0,0.115265383
14560,0,0.290896,0,0.470094,0.0996314,0,0.1434369
14600,0,0.0246086,0,0.353072,0.0894628,0,0.077857233
14640,0,0.0600137,0,0.352185,0.0412285,0,0.0755712
14680,0,0.144836,0,0.71833,0.047545,0,0.151785167
14720,0,0.155905,0,0.703828,0.0423525,0,0.150347583
14760,0,0.348065,0,0.234842,0.0586497,0,0.106926117
14800,0,0.341472,0,0.241038,0.111671,0,0.115696833
14840,0,0.431211,0,0.318541,0.111339,0,0.143515167
14880,0,0.19561,0,0.288694,0.0335325,0,0.086306083
14920,0,0.326671,0,0.164335,0.029104,0,0.086685
14960,0,0.165255,0,0.160552,0.0293788,0,0.059197633
15000,0,0.258045,0,0.274665,0.0222891,0,0.09249985
15040,0,0.178273,0,0.327752,1.69497,0,0.3668325
15080,0,0.200806,0,0.396113,0.201022,0,0.132990167
15120,0,0.206384,0,0.475191,0.0238774,0,0.1175754
15160,0,0.488655,0,0.684765,0.0911385,0,0.21075975
15200,0,0.556761,0,0.811858,1.29397,0,0.443764833
15240,0,0.0763835,0,0.7021,0.0157658,0,0.132374883
15280,0,0.0728697,0,0.72838,1.03626,0,0.306251617
15320,0,0.290124,0,0.797118,0.0423013,0,0.188257217
15360,0,0.478914,0,0.566958,0.822476,0,0.311391333
15400,0,0.523329,0,0.423894,0.6418,0,0.264837167
15440,0,0.483653,0,0.507606,0.673244,0,0.277417167
15480,0,0.412024,0,0.5881,0.954868,0,0.325832
15520,0,0.351502,0,0.604362,1.28118,0,0.372840667
15560,0,0.217527,0,0.245989,1.38167,0,0.307531
15600,0,0.19228,0,0.214399,1.66479,0,0.345244833
15640,0,0.149513,0,0.222341,1.62973,0,0.333597333
15680,0,0.151623,0,0.226554,1.78421,0,0.360397833
15720,0,0.174367,0,0.562271,1.68849,0,0.404188
15760,0,0.177115,0,0.556569,1.84527,0,0.429825667
15800,0,0.391143,0,0.322842,1.67527,0,0.398209167
15840,0,0.319492,0,0.324463,0.0199608,0,0.110652633
15880,0,0.228668,0,0.533499,1.19209,0,0.3257095
15920,0,0.250597,0,0.526555,1.4611,0,0.373042
15960,0,0.239107,0,0.601076,1.25715,0,0.3495555
16000,0,0.229975,0,0.582724,0.878622,0,0.281886833
16040,0,0.274538,0,0.480994,0.873263,0,0.271465833
16080,0,0.232195,0,0.454003,0.995074,0,0.280212
16120,0,0.243804,0,0.49952,0.892947,0,0.272711833
16160,0,0.273705,0,0.511495,0.794255,0,0.2632425
16200,0,0.241237,0,0.462147,0.694561,0,0.232990833
16240,0,0.233193,0,0.438117,0.488525,0,0.193305833
16280,0,0.310496,0,0.530728,0.453153,0.0222742,0.219441867
16320,0,0.449802,0,0.548719,0.0103857,0.101647,0.185092283
16360,0,0.630083,0,0.590291,0.011134,0.104646,0.222692333
16400,0,0.515379,0,0.596017,0.762386,0.106896,0.330113
16440,0,0.429186,0,0.839934,1.35847,0.17125,0.466473333
16480,0,0.288065,0,0.838738,2.53059,0.167048,0.637406833
16520,0,0.239495,0,0.944643,2.78725,0.33644,0.717971333
16560,0,0.254202,0,0.92415,0.0751794,0.328761,0.2637154
16600,0,0.578258,0,1.59561,0.0743446,0.249991,0.416367267
16640,0,0.623774,0,1.55527,0.0453392,0.234603,0.409831033
16680,0,0.37744,0,0.791792,0.0466919,0.354745,0.26177815
16720,0,0.428256,0,0.787816,0.0186809,0.320078,0.259138483
16760,0,0.293021,0,0.570181,0.0309026,0.184167,0.179711933
16800,0,0.194713,0,0.561508,0.023529,0.207857,0.164601167
16840,0,0.0961661,0,0.415501,0.704742,0.0834725,0.216646933
16880,0,0.121735,0,0.40481,0.031936,0.0774842,0.1059942
16920,0,0.169785,0,0.306406,1.16785,0.115357,0.293233
16960,0,0.124215,0,0.303276,1.30689,0.0985704,0.3054919
17000,0,0.180619,0,1.15512,1.22385,0.163177,0.453794333
17040,0,0.21511,0,1.18022,0.906873,0.147214,0.408236167
17080,0,0.0294695,0,1.58147,0.780087,0.138268,0.421549083
17120,0,0.10025,0,1.60664,0.754658,0.126924,0.431412
17160,0,0.0479519,0,0.043131,0.601112,0.0897931,0.130331333
17200,0,0.0448025,0,0.0431213,0.399259,0.0830826,0.095044233
17240,0,0.0689516,0,0.0264674,0.250014,0.060552,0.067664167
17280,0,2.49234,0,0.0111598,0.317908,0.0619683,0.480562683
17320,0,1.81163,0,0.0256483,0.295489,0.072255,0.367503717
17360,0,1.03175,0,0.0275117,0.281702,0.0696455,0.235101533
17400,0,0.0370972,0,0.315766,0.279399,0.0730654,0.1175546
17440,0,0.0736957,0,0.0311903,0.285225,0.0697519,0.076643817
17480,0,0.0229594,0,1.49362,0.504191,0.0745406,0.3492185
17520,0,1.06993,0,0.05115,0.43941,0.0738163,0.272384383
17560,0,1.00278,0,0.0738249,0.730547,0.0795256,0.31444625
17600,0,0.845331,0,0.0603706,0.783279,0.079342,0.294720433
17640,0,0.779366,0,0.100651,0.159561,0.226252,0.210971667
17680,0,0.748167,0,0.0770775,0.156462,0.300109,0.213635917
17720,0,0.379338,0,0.346879,0.131174,0.372036,0.2049045
17760,0,0,0,0.500807,0.135988,0.325332,0.1603545
17800,0,0,0,0.56048,0.108763,0.181552,0.141799167
17840,0,0,0,0.679628,0.0960217,0.165958,0.156934617
17880,0,0,0,0.532736,0.0745222,0.200419,0.134612867
17920,0,0,0,0.409988,0.0423549,0.187477,0.10663665
17960,0,0,0,0.211455,0.0435986,0.175973,0.071837767
18000,0,0,0,0.13376,0.036383,0.16942,0.056593833
18040,0,0,0,0.118522,0.0357903,0.171239,0.05425855
18080,0,0,0,0.154117,0.0511355,0.167558,0.062135083
18120,0,0,0,0.165889,0.0545346,0.171485,0.0653181
18160,0,0,0,0.186102,0.0785421,0.163224,0.07131135
18200,0,0,0,0.167366,0.0820145,0.161897,0.06854625
18240,0,0,0,0.249554,0.121569,0.125285,0.082734667
18280,0,0,0,0.250109,0.125067,0.159506,0.089113667
18320,0,0,0,0.248845,0.555458,0.133632,0.1563225
18360,0,0,0,0.267003,0.105636,0.14452,0.086193167
18400,0,0,0,0.2464,1.28613,0.141347,0.2789795
18440,0,0,0,0.325164,1.17531,0.157213,0.276281167
18480,0,0,0,0.275005,0.847447,0.150441,0.212148833
18520,0,0,0,0.244511,0.0554107,0.170838,0.07845995
18560,0,0,0,0.203743,0.0471338,0.162255,0.0688553
18600,0,0,0,0.14559,0.0395954,0.210226,0.0659019
18640,0,0,0,0.156073,0.0479969,0.184402,0.064745317
18680,0,0,0,0.159068,0.0377009,0.166607,0.06056265
18720,0,0,0,0.166026,0.641643,0.141789,0.158243
18760,0,0,0,0.139333,0.841132,0.114504,0.182494833
18800,0,0,0,0.142099,0.9605,0.10686,0.2015765
18840,0,0,0,0.394213,1.19147,0.136162,0.286974167
18880,0,0,0,0.42197,1.44671,0.136217,0.3341495
18920,0,0,0,0.215788,1.50737,0.156598,0.313292667
18960,0,0,0,0.229923,1.39323,0.157529,0.296780333
19000,0,0,0,0.171683,1.18071,0.119317,0.245285
19040,0,0,0,0.157023,0.665158,0.118742,0.1568205
19080,0,0,0,0.558281,0.558959,0.0558294,0.195511567
19120,0,0,0,0.541922,0.347146,0.0532575,0.15705425
19160,0,0,0,0.2809,0.239294,0.101485,0.103613167
19200,0,0,0,0.177742,0.172754,0.103968,0.075744
19240,0,0,0,0.254446,0.180959,0.120022,0.092571167
19280,0,0,0,0.244107,0.413452,0.137859,0.132569667
19320,0,0,0,0.188039,0.501517,0.111173,0.133454833
19360,0,0,0,0.176812,0.400342,0.0972382,0.1123987
19400,0,0,0,0.144881,0.447101,0.118273,0.118375833
19440,0,0,0,0.140636,0.368298,0.101474,0.101734667
19480,0,0,0,0.118871,0.379224,0.0751575,0.095542083
19520,0,0,0.20155,0.109832,0.363819,0.0694588,0.124109967
19560,0,0,0,0.140952,0.348219,0.0862369,0.095901317
19600,0,0,0,0.13788,0.358343,0.0887487,0.097495283
19640,0,0,0,0.254658,0.360904,0.111014,0.121096
19680,0,0,0,0.474156,0.361426,0.110192,0.157629
19720,0,0,0,0.401152,0.354595,0.131994,0.147956833
19760,0,0,0,0.310414,0.591929,0.131586,0.1723215
19800,0,0,0,0.251192,0.544265,0.159412,0.159144833
19840,0,0,0,0.158385,0.41202,0.162077,0.122080333
19880,0,0,0,0.0663031,0.412871,0.196667,0.112640183
19920,0,0,0,0.0624115,0.70303,0.196619,0.160343417
19960,0,0,0,0.0808325,0.752269,0.28692,0.18667025
20000,0,0,0,0.0933257,0.641513,0.284211,0.169841617
20040,0,0,0,0.213046,0.727516,0.234097,0.1957765
20080,0,0,0,0.207986,1.08139,0.229946,0.253220333
20120,0,0,0,0.131758,1.06036,0.375588,0.261284333
20160,0,0,0,0.0702202,1.06716,0.304916,0.2403827
20200,0,0,0,0.579499,1.0606,0.224621,0.310786667
20240,0,0,0,0.574311,0.393624,0.292241,0.210029333
20280,0,0,0,0.133338,0.416326,0.324959,0.1457705
20320,0,0,0,0.222043,0.234297,0.320509,0.129474833
20360,0,0,0,0.296533,0.167901,0.814877,0.2132185
20400,0,0,0,0.266207,0.261574,0.829626,0.2262345
20440,0,0,0,0.173663,0.294232,0.400182,0.1446795
20480,0,0,0,0.161726,0.578908,0.328341,0.1781625
20520,0,0,0,0.160216,0.594361,0.310922,0.177583167
20560,0,0,0,0.112911,0.502245,0.302256,0.152902
20600,0,0,0,0.173799,0.502537,0.648728,0.220844
20640,0,0,0,0.0450397,0.86087,0.67261,0.263086617
20680,0,0,0,0.0777639,0.903168,0.292474,0.212234317
20720,0,0,0,0.328461,0.97897,0.291878,0.2665515
20760,0,0,0,0.159882,0.762445,0.442375,0.227450333
20800,0,0,0,0.108986,0.762151,0.37894,0.208346167
20840,0,0,0,0.0504246,0.776412,0.765532,0.265394767
20880,0,0,0,0.109985,0.994726,0.532948,0.272943167
20920,0,0,0,0.101635,1.04611,0.680588,0.304722167
20960,0,0,0,0.106136,0.955603,0.569796,0.2719225
21000,0,0,0,0.312509,0.977281,0.548638,0.306404667
21040,0,0,0,0.332625,0.871977,0.516931,0.286922167
21080,0,0,0,0.737099,0.898947,0.172063,0.3013515
21120,0,0,0,0.780935,0.666737,0.543104,0.331796
21160,0,0,0,0.173828,0.537875,0.291396,0.167183167
21200,0,0,0,0.018448,0.462924,0.242108,0.12058
21240,0,0,0,0.0502069,0.481766,0.0318399,0.0939688
21280,0,0,0,0.0811916,1.42607,0.0958709,0.26718875
21320,0,0,0,0.269202,1.43928,0.341042,0.341587333
